tiplabel	gen	fam	ord	clade	higher	genes	samp	PC	Source_upham	ID_upham	extinct?	newSinceMSW3?	IFnew_Category	IFnew_GeoRegion	IFnew_Citation
Myotis_schaubi_VESPERTILIONIDAE_CHIROPTERA	Myotis	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	3	sampled	PC17_VespertilionidRelated	IUCN	14198	0	0	NA	NA	NA
Myotis_scotti_VESPERTILIONIDAE_CHIROPTERA	Myotis	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	1	sampled	PC17_VespertilionidRelated	IUCN	14199	0	0	NA	NA	NA
Myotis_secundus_VESPERTILIONIDAE_CHIROPTERA	Myotis	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	1	sampled	PC17_VespertilionidRelated	newSp	100000239	0	1	deNovo	Taiwan	"Ruedi,__M.,__Csorba,__G.,__Lin,__L.-K.__&__Chou,__C.-H.__(15).__Molecular__phylogeny__and__morphological__revision__of__Myotis__bats__(Chiroptera:__Vespertilionidae)__from__Taiwan__and__adjacent__China.__Zootaxa__39__(1):__301â€“342.__doi:10.11646/zootaxa.39.2."
Myotis_septentrionalis_VESPERTILIONIDAE_CHIROPTERA	Myotis	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	4	sampled	PC17_VespertilionidRelated	IUCN	14201	0	0	NA	NA	NA
Myotis_sicarius_VESPERTILIONIDAE_CHIROPTERA	Myotis	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	1	sampled	PC17_VespertilionidRelated	IUCN	14202	0	0	NA	NA	NA
Myotis_siligorensis_VESPERTILIONIDAE_CHIROPTERA	Myotis	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	3	sampled	PC17_VespertilionidRelated	IUCN	14203	0	0	NA	NA	NA
Myotis_simus_VESPERTILIONIDAE_CHIROPTERA	Myotis	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	3	sampled	PC17_VespertilionidRelated	IUCN	14204	0	0	NA	NA	NA
Myotis_sodalis_VESPERTILIONIDAE_CHIROPTERA	Myotis	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	3	sampled	PC17_VespertilionidRelated	IUCN	14136	0	0	NA	NA	NA
Myotis_soror_VESPERTILIONIDAE_CHIROPTERA	Myotis	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	0	imputed	PC17_VespertilionidRelated	newSp	100000240	0	1	deNovo	Taiwan	"Ruedi,__M.,__Csorba,__G.,__Lin,__L.-K.__&__Chou,__C.-H.__(15).__Molecular__phylogeny__and__morphological__revision__of__Myotis__bats__(Chiroptera:__Vespertilionidae)__from__Taiwan__and__adjacent__China.__Zootaxa__39__(1):__301â€“342.__doi:10.11646/zootaxa.39.2."
Myotis_stalkeri_VESPERTILIONIDAE_CHIROPTERA	Myotis	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	0	imputed	PC17_VespertilionidRelated	IUCN	14205	0	0	NA	NA	NA
Myotis_thysanodes_VESPERTILIONIDAE_CHIROPTERA	Myotis	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	5	sampled	PC17_VespertilionidRelated	IUCN	14206	0	0	NA	NA	NA
Myotis_tricolor_VESPERTILIONIDAE_CHIROPTERA	Myotis	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	1	sampled	PC17_VespertilionidRelated	IUCN	14207	0	0	NA	NA	NA
Myotis_velifer_VESPERTILIONIDAE_CHIROPTERA	Myotis	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	8	sampled	PC17_VespertilionidRelated	IUCN	14208	0	0	NA	NA	NA
Myotis_vivesi_VESPERTILIONIDAE_CHIROPTERA	Myotis	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	1	sampled	PC17_VespertilionidRelated	IUCN	14209	0	0	NA	NA	NA
Myotis_volans_VESPERTILIONIDAE_CHIROPTERA	Myotis	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	4	sampled	PC17_VespertilionidRelated	IUCN	14210	0	0	NA	NA	NA
Myotis_welwitschii_VESPERTILIONIDAE_CHIROPTERA	Myotis	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	3	sampled	PC17_VespertilionidRelated	IUCN	14211	0	0	NA	NA	NA
Myotis_yanbarensis_VESPERTILIONIDAE_CHIROPTERA	Myotis	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	3	sampled	PC17_VespertilionidRelated	IUCN	29484	0	0	NA	NA	NA
Myotis_yumanensis_VESPERTILIONIDAE_CHIROPTERA	Myotis	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	4	sampled	PC17_VespertilionidRelated	IUCN	14213	0	0	NA	NA	NA
Myotragus_balearicus_BOVIDAE_CETARTIODACTYLA	Myotragus	BOVIDAE	CETARTIODACTYLA	Ruminantia	Laurasiatheria	1	sampled	PC20_Cetartiodactyla	newSpExt	300000025	1	1	Extinct-wDNA	NA	NA
Myrmecobius_fasciatus_MYRMECOBIIDAE_DASYUROMORPHIA	Myrmecobius	MYRMECOBIIDAE	DASYUROMORPHIA	Dasyuromorphia	Marsupialia	29	sampled	PC1_Marsupials	IUCN	14222	0	0	NA	NA	NA
Myrmecophaga_tridactyla_MYRMECOPHAGIDAE_PILOSA	Myrmecophaga	MYRMECOPHAGIDAE	PILOSA	Xenarthra	Xenart.	28	sampled	PC3_Xenarthra	IUCN	14224	0	0	NA	NA	NA
Mysateles_garridoi_CAPROMYIDAE_RODENTIA	Mysateles	CAPROMYIDAE	RODENTIA	Guinea_pig-related	Euarchontoglires	0	imputed	PC14_GuineaPigRelated	IUCN	14254	0	0	NA	NA	NA
Mysateles_gundlachi_CAPROMYIDAE_RODENTIA	Mysateles	CAPROMYIDAE	RODENTIA	Guinea_pig-related	Euarchontoglires	0	imputed	PC14_GuineaPigRelated	IUCN	14255	0	0	NA	NA	NA
Mysateles_meridionalis_CAPROMYIDAE_RODENTIA	Mysateles	CAPROMYIDAE	RODENTIA	Guinea_pig-related	Euarchontoglires	0	imputed	PC14_GuineaPigRelated	IUCN	14257	0	0	NA	NA	NA
Mysateles_prehensilis_CAPROMYIDAE_RODENTIA	Mysateles	CAPROMYIDAE	RODENTIA	Guinea_pig-related	Euarchontoglires	5	sampled	PC14_GuineaPigRelated	IUCN	14258	0	0	NA	NA	NA
Mystacina_robusta_MYSTACINIDAE_CHIROPTERA	Mystacina	MYSTACINIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	0	imputed	PC16_PhyllostomidRelated	IUCN	14260	0	0	NA	NA	NA
Mystacina_tuberculata_MYSTACINIDAE_CHIROPTERA	Mystacina	MYSTACINIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	21	sampled	PC16_PhyllostomidRelated	IUCN	14261	0	0	NA	NA	NA
Mystromys_albicaudatus_NESOMYIDAE_RODENTIA	Mystromys	NESOMYIDAE	RODENTIA	Mouse-related	Euarchontoglires	4	sampled	PC10_Nesomyidae	IUCN	14262	0	0	NA	NA	NA
Myzopoda_aurita_MYZOPODIDAE_CHIROPTERA	Myzopoda	MYZOPODIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	16	sampled	PC16_PhyllostomidRelated	IUCN	14288	0	0	NA	NA	NA
Myzopoda_schliemanni_MYZOPODIDAE_CHIROPTERA	Myzopoda	MYZOPODIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	1	sampled	PC16_PhyllostomidRelated	IUCN	136465	0	0	NA	NA	NA
Naemorhedus_baileyi_BOVIDAE_CETARTIODACTYLA	Naemorhedus	BOVIDAE	CETARTIODACTYLA	Ruminantia	Laurasiatheria	4	sampled	PC20_Cetartiodactyla	IUCN	14294	0	0	NA	NA	NA
Naemorhedus_caudatus_BOVIDAE_CETARTIODACTYLA	Naemorhedus	BOVIDAE	CETARTIODACTYLA	Ruminantia	Laurasiatheria	4	sampled	PC20_Cetartiodactyla	IUCN	14295	0	0	NA	NA	NA
Naemorhedus_goral_BOVIDAE_CETARTIODACTYLA	Naemorhedus	BOVIDAE	CETARTIODACTYLA	Ruminantia	Laurasiatheria	4	sampled	PC20_Cetartiodactyla	IUCN	14296	0	0	NA	NA	NA
Naemorhedus_griseus_BOVIDAE_CETARTIODACTYLA	Naemorhedus	BOVIDAE	CETARTIODACTYLA	Ruminantia	Laurasiatheria	4	sampled	PC20_Cetartiodactyla	IUCN	14303	0	0	NA	NA	NA
Nandinia_binotata_NANDINIIDAE_CARNIVORA	Nandinia	NANDINIIDAE	CARNIVORA	Feliformes	Laurasiatheria	25	sampled	PC22_Carnivora	IUCN	41589	0	0	NA	NA	NA
Nanger_dama_BOVIDAE_CETARTIODACTYLA	Nanger	BOVIDAE	CETARTIODACTYLA	Ruminantia	Laurasiatheria	4	sampled	PC20_Cetartiodactyla	IUCN	8968	0	0	NA	NA	NA
Nanger_granti_BOVIDAE_CETARTIODACTYLA	Nanger	BOVIDAE	CETARTIODACTYLA	Ruminantia	Laurasiatheria	4	sampled	PC20_Cetartiodactyla	IUCN	8971	0	0	NA	NA	NA
Nanger_soemmerringii_BOVIDAE_CETARTIODACTYLA	Nanger	BOVIDAE	CETARTIODACTYLA	Ruminantia	Laurasiatheria	4	sampled	PC20_Cetartiodactyla	IUCN	63541	0	0	NA	NA	NA
Nannosciurus_melanotis_SCIURIDAE_RODENTIA	Nannosciurus	SCIURIDAE	RODENTIA	Squirrel-related	Euarchontoglires	1	sampled	PC13_SquirrelRelated	IUCN	14325	0	0	NA	NA	NA
Nanonycteris_veldkampii_PTEROPODIDAE_CHIROPTERA	Nanonycteris	PTEROPODIDAE	CHIROPTERA	Yinpterochiroptera	Laurasiatheria	6	sampled	PC19_Yinpterochiroptera	IUCN	14333	0	0	NA	NA	NA
Napaeozapus_insignis_DIPODIDAE_RODENTIA	Napaeozapus	DIPODIDAE	RODENTIA	Mouse-related	Euarchontoglires	14	sampled	PC8_Dipodidae	IUCN	42612	0	0	NA	NA	NA
Nasalis_larvatus_CERCOPITHECIDAE_PRIMATES	Nasalis	CERCOPITHECIDAE	PRIMATES	Catarrhini	Euarchontoglires	13	sampled	PC5_Primates	IUCN	14352	0	0	NA	NA	NA
Nasua_narica_PROCYONIDAE_CARNIVORA	Nasua	PROCYONIDAE	CARNIVORA	Caniformes	Laurasiatheria	11	sampled	PC22_Carnivora	IUCN	41683	0	0	NA	NA	NA
Nasua_nasua_PROCYONIDAE_CARNIVORA	Nasua	PROCYONIDAE	CARNIVORA	Caniformes	Laurasiatheria	13	sampled	PC22_Carnivora	IUCN	41684	0	0	NA	NA	NA
Nasuella_meridensis_PROCYONIDAE_CARNIVORA	Nasuella	PROCYONIDAE	CARNIVORA	Caniformes	Laurasiatheria	1	sampled	PC22_Carnivora	newSp	100000241	0	1	deNovo	NA	"Helgen__et__al.__2009__Taxonomic__boundaries__and__geographic__distributions__revealed__by__an__integrative__systematic__overview__of__the__mountain__coatis,__Nasuella__(Carnivora/__Procyonidae)__Small__Carnivore__Conservation,__Vol.__41:__65â€“74,__August__2009"
Nasuella_olivacea_PROCYONIDAE_CARNIVORA	Nasuella	PROCYONIDAE	CARNIVORA	Caniformes	Laurasiatheria	1	sampled	PC22_Carnivora	IUCN	14357	0	0	NA	NA	NA
Natalus_espiritosantensis_NATALIDAE_CHIROPTERA	Natalus	NATALIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	0	imputed	PC17_VespertilionidRelated	IUCN	136448	0	0	NA	NA	NA
Natalus_jamaicensis_NATALIDAE_CHIROPTERA	Natalus	NATALIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	2	sampled	PC17_VespertilionidRelated	IUCN	136824	0	0	NA	NA	NA
Natalus_lanatus_NATALIDAE_CHIROPTERA	Natalus	NATALIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	0	imputed	PC17_VespertilionidRelated	IUCN	136194	0	0	NA	NA	NA
Natalus_major_NATALIDAE_CHIROPTERA	Natalus	NATALIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	2	sampled	PC17_VespertilionidRelated	IUCN	136548	0	0	NA	NA	NA
Natalus_mexicanus_NATALIDAE_CHIROPTERA	Natalus	NATALIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	0	imputed	PC17_VespertilionidRelated	IUCN	136363	0	0	NA	NA	NA
Natalus_primus_NATALIDAE_CHIROPTERA	Natalus	NATALIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	0	imputed	PC17_VespertilionidRelated	IUCN	136777	0	0	NA	NA	NA
Natalus_saturatus_NATALIDAE_CHIROPTERA	Natalus	NATALIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	2	sampled	PC17_VespertilionidRelated	newSp	100000242	0	1	deNovo	NA	"Davalos__2005__Molecular__phylogeny__of__Funnel-eared__bats__(Chiroptera/__Natalidae),__with__notes__on__biogeography__and__conservation.__Molecular__Phylogenetics__and__Evolution__37__(2005)__91â€“103"
Natalus_stramineus_NATALIDAE_CHIROPTERA	Natalus	NATALIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	25	sampled	PC17_VespertilionidRelated	IUCN	14360	0	0	NA	NA	NA
Natalus_tumidirostris_NATALIDAE_CHIROPTERA	Natalus	NATALIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	4	sampled	PC17_VespertilionidRelated	IUCN	14362	0	0	NA	NA	NA
Neacomys_dubosti_CRICETIDAE_RODENTIA	Neacomys	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	2	sampled	PC12_Cricetidae	IUCN	136727	0	0	NA	NA	NA
Neacomys_guianae_CRICETIDAE_RODENTIA	Neacomys	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	2	sampled	PC12_Cricetidae	IUCN	14386	0	0	NA	NA	NA
Neacomys_minutus_CRICETIDAE_RODENTIA	Neacomys	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	5	sampled	PC12_Cricetidae	IUCN	136570	0	0	NA	NA	NA
Neacomys_musseri_CRICETIDAE_RODENTIA	Neacomys	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	2	sampled	PC12_Cricetidae	IUCN	136655	0	0	NA	NA	NA
Neacomys_paracou_CRICETIDAE_RODENTIA	Neacomys	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	2	sampled	PC12_Cricetidae	IUCN	136352	0	0	NA	NA	NA
Neacomys_pictus_CRICETIDAE_RODENTIA	Neacomys	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	0	imputed	PC12_Cricetidae	IUCN	14387	0	0	NA	NA	NA
Neacomys_spinosus_CRICETIDAE_RODENTIA	Neacomys	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	7	sampled	PC12_Cricetidae	IUCN	14388	0	0	NA	NA	NA
Neacomys_tenuipes_CRICETIDAE_RODENTIA	Neacomys	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	0	imputed	PC12_Cricetidae	IUCN	42649	0	0	NA	NA	NA
Neamblysomus_gunningi_CHRYSOCHLORIDAE_AFROSORICIDA	Neamblysomus	CHRYSOCHLORIDAE	AFROSORICIDA	Afrotheria	Afroth.	1	sampled	PC2_Afrotheria	IUCN	1087	0	0	NA	NA	NA
Neamblysomus_julianae_CHRYSOCHLORIDAE_AFROSORICIDA	Neamblysomus	CHRYSOCHLORIDAE	AFROSORICIDA	Afrotheria	Afroth.	1	sampled	PC2_Afrotheria	IUCN	1089	0	0	NA	NA	NA
Necromys_amoenus_CRICETIDAE_RODENTIA	Necromys	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	5	sampled	PC12_Cricetidae	IUCN	2857	0	0	NA	NA	NA
Necromys_benefactus_CRICETIDAE_RODENTIA	Necromys	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	0	imputed	PC12_Cricetidae	IUCN	136665	0	0	NA	NA	NA
Necromys_lactens_CRICETIDAE_RODENTIA	Necromys	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	2	sampled	PC12_Cricetidae	IUCN	2858	0	0	NA	NA	NA
Necromys_lasiurus_CRICETIDAE_RODENTIA	Necromys	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	3	sampled	PC12_Cricetidae	IUCN	2859	0	0	NA	NA	NA
Necromys_lenguarum_CRICETIDAE_RODENTIA	Necromys	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	1	sampled	PC12_Cricetidae	IUCN	136481	0	0	NA	NA	NA
Necromys_obscurus_CRICETIDAE_RODENTIA	Necromys	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	1	sampled	PC12_Cricetidae	IUCN	2860	0	0	NA	NA	NA
Necromys_punctulatus_CRICETIDAE_RODENTIA	Necromys	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	0	imputed	PC12_Cricetidae	IUCN	2861	0	0	NA	NA	NA
Necromys_temchuki_CRICETIDAE_RODENTIA	Necromys	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	2	sampled	PC12_Cricetidae	IUCN	2862	0	0	NA	NA	NA
Necromys_urichi_CRICETIDAE_RODENTIA	Necromys	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	3	sampled	PC12_Cricetidae	IUCN	765	0	0	NA	NA	NA
Nectogale_elegans_SORICIDAE_EULIPOTYPHLA	Nectogale	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	7	sampled	PC15_Eulipotyphla	IUCN	41455	0	0	NA	NA	NA
Nectomys_apicalis_CRICETIDAE_RODENTIA	Nectomys	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	5	sampled	PC12_Cricetidae	IUCN	136756	0	0	NA	NA	NA
Nectomys_magdalenae_CRICETIDAE_RODENTIA	Nectomys	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	0	imputed	PC12_Cricetidae	IUCN	136403	0	0	NA	NA	NA
Nectomys_palmipes_CRICETIDAE_RODENTIA	Nectomys	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	0	imputed	PC12_Cricetidae	IUCN	14473	0	0	NA	NA	NA
Nectomys_rattus_CRICETIDAE_RODENTIA	Nectomys	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	0	imputed	PC12_Cricetidae	IUCN	14474	0	0	NA	NA	NA
Nectomys_squamipes_CRICETIDAE_RODENTIA	Nectomys	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	9	sampled	PC12_Cricetidae	IUCN	14475	0	0	NA	NA	NA
Nelsonia_goldmani_CRICETIDAE_RODENTIA	Nelsonia	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	0	imputed	PC12_Cricetidae	IUCN	14486	0	0	NA	NA	NA
Nelsonia_neotomodon_CRICETIDAE_RODENTIA	Nelsonia	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	0	imputed	PC12_Cricetidae	IUCN	14487	0	0	NA	NA	NA
Neodon_forresti_CRICETIDAE_RODENTIA	Neodon	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	0	imputed	PC12_Cricetidae	IUCN	136554	0	0	NA	NA	NA
Neodon_fuscus_CRICETIDAE_RODENTIA	Neodon	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	4	sampled	PC12_Cricetidae	IUCN	11341	0	0	NA	NA	NA
Neodon_irene_CRICETIDAE_RODENTIA	Neodon	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	7	sampled	PC12_Cricetidae	IUCN	13435	0	0	NA	NA	NA
Neodon_leucurus_CRICETIDAE_RODENTIA	Neodon	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	4	sampled	PC12_Cricetidae	IUCN	13439	0	0	NA	NA	NA
Neodon_linzhiensis_CRICETIDAE_RODENTIA	Neodon	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	1	sampled	PC12_Cricetidae	newSp	100000243	0	1	deNovo	China__(Xizang)	"Liu,__S.Y.,__Sun,__Z.Y.,__Liu,__Y.,__Wang,__H.,__Guo,__P.__&__Murphy,__R.W.__2012.__A__new__vole__from__Xizang,__China__and__the__molecular__phylogeny__of__the__genus__Neodon__(Cricetidae:__Arvicolinae).__Zootaxa__3235:__1-22"
Neodon_sikimensis_CRICETIDAE_RODENTIA	Neodon	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	1	sampled	PC12_Cricetidae	IUCN	13457	0	0	NA	NA	NA
Neofelis_diardi_FELIDAE_CARNIVORA	Neofelis	FELIDAE	CARNIVORA	Feliformes	Laurasiatheria	1	sampled	PC22_Carnivora	IUCN	136603	0	0	NA	NA	NA
Neofelis_nebulosa_FELIDAE_CARNIVORA	Neofelis	FELIDAE	CARNIVORA	Feliformes	Laurasiatheria	8	sampled	PC22_Carnivora	IUCN	14519	0	0	NA	NA	NA
Neofiber_alleni_CRICETIDAE_RODENTIA	Neofiber	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	3	sampled	PC12_Cricetidae	IUCN	14520	0	0	NA	NA	NA
Neohylomys_hainanensis_ERINACEIDAE_EULIPOTYPHLA	Neohylomys	ERINACEIDAE	EULIPOTYPHLA	Erinaceidae	Laurasiatheria	3	sampled	PC15_Eulipotyphla	IUCN	10588	0	0	NA	NA	NA
Neomonachus_schauinslandi_PHOCIDAE_CARNIVORA	Neomonachus	PHOCIDAE	CARNIVORA	Caniformes	Laurasiatheria	15	sampled	PC22_Carnivora	IUCN	13654	0	0	NA	NA	NA
Neomonachus_tropicalis_PHOCIDAE_CARNIVORA	Neomonachus	PHOCIDAE	CARNIVORA	Caniformes	Laurasiatheria	1	sampled	PC22_Carnivora	IUCN	13655	1	0	NA	NA	NA
Neomys_anomalus_SORICIDAE_EULIPOTYPHLA	Neomys	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	3	sampled	PC15_Eulipotyphla	IUCN	29657	0	0	NA	NA	NA
Neomys_fodiens_SORICIDAE_EULIPOTYPHLA	Neomys	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	7	sampled	PC15_Eulipotyphla	IUCN	29658	0	0	NA	NA	NA
Neomys_teres_SORICIDAE_EULIPOTYPHLA	Neomys	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	1	sampled	PC15_Eulipotyphla	IUCN	29659	0	0	NA	NA	NA
Neonycteris_pusilla_PHYLLOSTOMIDAE_CHIROPTERA	Neonycteris	PHYLLOSTOMIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	0	imputed	PC16_PhyllostomidRelated	IUCN	13382	0	0	NA	NA	NA
Neophascogale_lorentzii_DASYURIDAE_DASYUROMORPHIA	Neophascogale	DASYURIDAE	DASYUROMORPHIA	Dasyuromorphia	Marsupialia	5	sampled	PC1_Marsupials	IUCN	14541	0	0	NA	NA	NA
Neophoca_cinerea_OTARIIDAE_CARNIVORA	Neophoca	OTARIIDAE	CARNIVORA	Caniformes	Laurasiatheria	4	sampled	PC22_Carnivora	IUCN	14549	0	0	NA	NA	NA
Neophocaena_asiaeorientalis_PHOCOENIDAE_CETARTIODACTYLA	Neophocaena	PHOCOENIDAE	CETARTIODACTYLA	Whippomorpha	Laurasiatheria	4	sampled	PC20_Cetartiodactyla	IUCN	41754	0	0	NA	NA	NA
Neophocaena_phocaenoides_PHOCOENIDAE_CETARTIODACTYLA	Neophocaena	PHOCOENIDAE	CETARTIODACTYLA	Whippomorpha	Laurasiatheria	8	sampled	PC20_Cetartiodactyla	IUCN	198920	0	0	NA	NA	NA
Neopteryx_frosti_PTEROPODIDAE_CHIROPTERA	Neopteryx	PTEROPODIDAE	CHIROPTERA	Yinpterochiroptera	Laurasiatheria	0	imputed	PC19_Yinpterochiroptera	IUCN	14560	0	0	NA	NA	NA
Neoromicia_brunnea_VESPERTILIONIDAE_CHIROPTERA	Neoromicia	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	5	sampled	PC17_VespertilionidRelated	IUCN	44917	0	0	NA	NA	NA
Neoromicia_capensis_VESPERTILIONIDAE_CHIROPTERA	Neoromicia	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	4	sampled	PC17_VespertilionidRelated	IUCN	44918	0	0	NA	NA	NA
Neoromicia_flavescens_VESPERTILIONIDAE_CHIROPTERA	Neoromicia	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	0	imputed	PC17_VespertilionidRelated	IUCN	44919	0	0	NA	NA	NA
Neoromicia_guineensis_VESPERTILIONIDAE_CHIROPTERA	Neoromicia	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	3	sampled	PC17_VespertilionidRelated	IUCN	44920	0	0	NA	NA	NA
Neoromicia_helios_VESPERTILIONIDAE_CHIROPTERA	Neoromicia	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	0	imputed	PC17_VespertilionidRelated	IUCN	44921	0	0	NA	NA	NA
Neoromicia_malagasyensis_VESPERTILIONIDAE_CHIROPTERA	Neoromicia	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	1	sampled	PC17_VespertilionidRelated	IUCN	136820	0	0	NA	NA	NA
Neoromicia_matroka_VESPERTILIONIDAE_CHIROPTERA	Neoromicia	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	1	sampled	PC17_VespertilionidRelated	IUCN	40033	0	0	NA	NA	NA
Neoromicia_melckorum_VESPERTILIONIDAE_CHIROPTERA	Neoromicia	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	0	imputed	PC17_VespertilionidRelated	IUCN	44922	0	0	NA	NA	NA
Neoromicia_nana_VESPERTILIONIDAE_CHIROPTERA	Neoromicia	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	4	sampled	PC17_VespertilionidRelated	IUCN	44923	0	0	NA	NA	NA
Neoromicia_rendalli_VESPERTILIONIDAE_CHIROPTERA	Neoromicia	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	4	sampled	PC17_VespertilionidRelated	IUCN	44924	0	0	NA	NA	NA
Neoromicia_robertsi_VESPERTILIONIDAE_CHIROPTERA	Neoromicia	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	1	sampled	PC17_VespertilionidRelated	newSp	100000244	0	1	deNovo	Madagascar	"Goodman,__S.M.,__Taylor,__P.J.,__Ratrimomanarivo,__F.__&__Hoofer,__S.R.__2012.__The__genus__Neoromicia__(Family__Vespertilionidae)__in__Madagascar,__with__the__description__of__a__new__species.__Zootaxa__3250:__1-25"
Neoromicia_roseveari_VESPERTILIONIDAE_CHIROPTERA	Neoromicia	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	1	sampled	PC17_VespertilionidRelated	newSp	100000245	0	1	deNovo	Liberia	"Monadjem,__A.,__Richards,__L.,__Taylor,__P.J.__&__Stoffberg.__S.__2013.__High__diversity__of__pipistrelloid__bats__(Vespertilionidae:__Hypsugo,__Neoromicia,__and__Pipistrellus)__in__a__West__African__rainforest__with__the__description__of__a__new__species.__Zoological__Journal__of__the__Linnean__Society__167:__191-207__[140]"
